fechaDato,idVariable,bateria,bateria_voltios,valor
1568391976,2,56,3.86,27.88
1568392088,2,56,3.86,27.90
1568392201,2,56,3.86,27.98
1568392322,2,56,3.86,28.18
1568392433,2,57,3.87,28.30
1568392544,2,57,3.87,28.25
1568392655,2,58,3.87,28.20
1568392766,2,57,3.87,28.11
1568392881,2,58,3.87,28.04
1568392992,2,58,3.87,28.13
1568393103,2,57,3.87,28.01
1568393214,2,58,3.88,27.72
1568393325,2,58,3.87,27.49
1568393437,2,58,3.88,27.59
1568393549,2,58,3.87,27.39
1568393664,2,58,3.87,27.48
1568393784,2,58,3.88,27.62
1568393897,2,59,3.88,28.07
1568394008,2,59,3.88,28.22
1568394123,2,60,3.89,28.11
1568394238,2,60,3.89,28.12
1568394353,2,60,3.89,27.84
1568394464,2,60,3.89,27.71
1568394579,2,60,3.89,27.09
1568394691,2,60,3.89,26.77
1568394802,2,60,3.88,26.91
1568394913,2,58,3.88,27.25
1568395028,2,58,3.87,27.63
1568395148,2,58,3.87,27.80
1568395259,2,58,3.87,27.73
1568395379,2,58,3.87,27.61
1568395497,2,58,3.87,28.03
1568395608,2,58,3.87,28.03
1568395719,2,58,3.87,27.86
1568395830,2,59,3.88,28.11
1568395941,2,60,3.89,28.36
1568396056,2,59,3.88,28.74
1568396167,2,60,3.89,28.47
1568396278,2,60,3.89,28.54
1568396393,2,61,3.90,28.51
1568396504,2,60,3.89,28.36
1568396615,2,60,3.89,28.34
1568396730,2,60,3.89,28.69
1568396845,2,60,3.88,29.40
1568396959,2,60,3.89,30.23
1568397071,2,61,3.90,30.43
1568397182,2,61,3.90,30.78
1568397296,2,61,3.90,30.87
1568397412,2,61,3.90,30.93
1568397528,2,61,3.89,31.09
1568397643,2,60,3.89,30.76
1568397754,2,60,3.89,30.16
1568397869,2,59,3.88,29.68
1568397980,2,60,3.89,28.80
1568398091,2,62,3.90,28.21
1568398203,2,63,3.91,28.33
1568398314,2,62,3.91,28.64
1568398429,2,63,3.91,28.32
1568398554,2,63,3.91,28.49
1568398669,2,60,3.89,28.28
1568398784,2,60,3.89,27.95
1568398899,2,61,3.90,27.34
1568399014,2,62,3.90,26.68
1568399129,2,63,3.92,26.30
1568399240,2,63,3.92,26.35
1568399354,2,64,3.92,26.84
1568399469,2,64,3.92,27.60
1568399580,2,64,3.92,27.93
1568399692,2,64,3.92,27.69
1568399807,2,64,3.92,27.20
1568399918,2,64,3.92,26.81
1568400030,2,64,3.92,26.71
1568400145,2,65,3.93,26.60
1568400256,2,65,3.93,26.91
1568400371,2,65,3.93,27.48
1568400482,2,62,3.91,27.87
1568400597,2,62,3.90,27.43
1568400716,2,65,3.93,26.86
1568400832,2,65,3.93,27.20
1568400947,2,65,3.93,27.89
1568401062,2,65,3.93,28.27
1568401176,2,65,3.93,28.37
1568401297,2,65,3.93,28.32
1568401411,2,63,3.92,27.96
1568401523,2,66,3.93,27.78
1568401633,2,66,3.94,28.10
1568401749,2,64,3.92,27.74
1568401864,2,66,3.94,27.48
1568401979,2,67,3.94,27.90
1568402094,2,67,3.94,28.92
1568402209,2,67,3.94,29.86
1568402324,2,64,3.92,29.93
1568402435,2,67,3.94,29.61
1568402550,2,67,3.94,29.63
1568402665,2,63,3.92,29.69
1568402780,2,67,3.94,29.14
1568402905,2,68,3.94,29.44
1568403020,2,68,3.94,29.94
1568403132,2,63,3.91,29.97
1568403247,2,68,3.94,29.16
1568403366,2,66,3.94,28.56
1568403481,2,67,3.94,28.22
1568403597,2,65,3.93,28.31
1568403709,2,65,3.93,28.09
1568403821,2,65,3.93,27.95
1568403933,2,65,3.93,27.97
1568404045,2,65,3.93,27.87
1568404157,2,65,3.92,27.51
1568404272,2,64,3.92,27.20
1568405360,2,63,3.92,26.75
1568405484,2,63,3.91,26.65
1568405599,2,63,3.91,26.33
1568405714,2,63,3.91,25.86
1568405838,2,69,3.96,25.59
1568405953,2,63,3.92,25.63
1568406065,2,64,3.92,25.54
1568406183,2,63,3.92,25.63
1568406298,2,63,3.92,25.66
1568406413,2,64,3.92,25.33
1568406529,2,65,3.93,25.19
1568406643,2,65,3.93,25.43
1568406759,2,69,3.96,25.68
1568406872,2,69,3.96,26.38
1568406982,2,68,3.96,27.40
1568407098,2,69,3.96,27.70
1568407209,2,69,3.96,27.57
1568407324,2,70,3.96,27.59
1568407439,2,70,3.97,27.98
1568407554,2,69,3.96,28.29
1568407673,2,66,3.93,27.77
1568407789,2,68,3.95,27.03
1568407901,2,68,3.95,26.90
1568408016,2,68,3.95,26.69
1568408131,2,68,3.95,26.67
1568408246,2,69,3.96,26.95
1568408361,2,69,3.96,27.09
1568408478,2,69,3.96,27.32
1568408589,2,69,3.96,27.53
1568408700,2,69,3.96,28.03
1568408815,2,69,3.96,28.09
1568408930,2,69,3.96,27.86
1568409045,2,69,3.96,27.43
1568409160,2,69,3.96,27.33
1568409271,2,69,3.96,27.41
1568409383,2,66,3.93,27.35
1568409499,2,64,3.91,26.47
1568409610,2,66,3.93,25.75
1568409721,2,65,3.93,25.26
1568409836,2,65,3.93,25.09
1568409948,2,67,3.94,25.02
1568410060,2,69,3.95,25.36
1568410180,2,68,3.95,26.16
1568410305,2,68,3.95,26.74
1568410420,2,66,3.94,26.71
1568410535,2,66,3.93,26.13
1568410651,2,64,3.92,25.50
1568410775,2,67,3.92,25.08
1568410890,2,66,3.93,24.86
1568411001,2,66,3.93,24.69
1568411112,2,67,3.94,24.53
1568411224,2,65,3.94,24.47
1568411335,2,67,3.94,24.24
1568411451,2,65,3.92,24.09
1568411566,2,64,3.93,23.98
1568411687,2,68,3.94,24.17
1568411802,2,68,3.92,24.33
1568411919,2,65,3.92,24.39
1568412031,2,66,3.92,24.37
1568412149,2,64,3.92,24.25
1568412262,2,64,3.92,24.11
1568412383,2,63,3.94,23.84
1568412494,2,65,3.92,23.55
1568412609,2,63,3.94,23.33
1568412724,2,64,3.94,23.14
1568412844,2,64,3.93,22.92
1568412970,2,64,3.93,22.78
1568413081,2,63,3.92,22.68
1568413193,2,64,3.93,22.59
1568413307,2,63,3.93,22.54
1568413423,2,66,3.92,22.53
1568413534,2,64,3.92,22.53
1568413646,2,64,3.92,22.53
1568413771,2,64,3.92,22.52
1568413881,2,64,3.92,22.51
1568413994,2,64,3.92,22.51
1568414110,2,63,3.92,22.46
1568414223,2,64,3.92,22.40
1568414338,2,63,3.92,22.31
1568414453,2,63,3.92,22.25
1568414564,2,63,3.92,22.18
1568414688,2,63,3.92,22.18
1568414800,2,63,3.92,22.13
1568414912,2,63,3.92,22.06
1568415023,2,63,3.92,21.99
1568415136,2,63,3.92,21.93
1568415246,2,63,3.92,21.87
1568415359,2,63,3.92,21.80
1568415470,2,63,3.92,21.72
1568415583,2,63,3.92,21.64
1568415695,2,63,3.92,21.52
1568415807,2,63,3.92,21.41
1568415927,2,63,3.92,21.31
1568416043,2,63,3.91,21.21
1568416155,2,63,3.91,21.13
1568416267,2,63,3.92,21.04
1568416388,2,63,3.91,20.95
1568416500,2,63,3.91,20.86
1568416611,2,63,3.91,20.85
1568416726,2,63,3.91,20.85
1568416837,2,63,3.91,20.84
1568416952,2,63,3.91,20.81
1568417063,2,63,3.91,20.79
1568417174,2,63,3.91,20.74
1568417285,2,63,3.91,20.69
1568417396,2,63,3.91,20.68
1568417511,2,62,3.91,20.65
1568417626,2,63,3.91,20.61
1568417741,2,63,3.91,20.57
1568417856,2,63,3.91,20.57
1568417966,2,63,3.91,20.58
1568418078,2,63,3.91,20.58
1568418189,2,63,3.91,20.57
1568418301,2,63,3.91,20.54
1568418412,2,63,3.91,20.51
1568418534,2,63,3.91,20.49
1568419261,2,63,3.91,20.52
1568419376,2,63,3.91,20.46
1568419491,2,63,3.91,20.39
1568419969,2,63,3.91,20.21
1568420080,2,63,3.91,20.17
1568420196,2,63,3.91,20.11
1568420307,2,62,3.91,20.06
1568420418,2,63,3.91,19.99
1568420534,2,63,3.91,19.92
1568420645,2,63,3.91,19.86
1568420756,2,62,3.91,19.83
1568420871,2,63,3.91,19.80
1568420982,2,62,3.90,19.76
1568421093,2,62,3.91,19.66
1568421203,2,62,3.91,19.56
1568421315,2,63,3.91,19.44
1568421426,2,63,3.91,19.29
1568421538,2,62,3.91,19.23
1568421653,2,62,3.91,19.28
1568421764,2,62,3.91,19.27
1568421875,2,62,3.91,19.35
1568421991,2,62,3.91,19.48
1568422106,2,62,3.91,19.58
1568422217,2,62,3.91,19.63
1568422454,2,62,3.91,19.63
1568422569,2,62,3.91,19.61
1568422679,2,61,3.91,19.72
1568422795,2,62,3.91,19.77
1568422909,2,62,3.91,19.78
1568423022,2,58,3.91,19.72
1568423136,2,62,3.90,19.70
1568423247,2,62,3.90,19.75
1568423359,2,62,3.90,19.76
1568423473,2,62,3.91,19.73
1568423588,2,62,3.90,19.74
1568423709,2,62,3.91,19.72
1568423823,2,62,3.91,19.70
1568423935,2,62,3.90,19.69
1568424050,2,62,3.90,19.67
1568424164,2,62,3.90,19.62
1568424280,2,62,3.90,19.59
1568424391,2,62,3.90,19.61
1568424507,2,62,3.90,19.59
1568424622,2,62,3.90,19.59
1568424738,2,62,3.90,19.52
1568424848,2,62,3.90,19.46
1568424961,2,62,3.90,19.48
1568425071,2,62,3.90,19.52
1568425186,2,62,3.90,19.69
1568425299,2,62,3.90,19.72
1568425414,2,62,3.90,19.73
1568425526,2,62,3.90,19.73
1568425638,2,62,3.90,19.73
1568425760,2,62,3.90,19.76
1568425872,2,62,3.90,19.74
1568425984,2,62,3.90,19.63
1568426096,2,62,3.90,19.66
1568426211,2,62,3.90,19.59
1568426329,2,60,3.90,19.54
1568426444,2,61,3.90,19.53
1568426554,2,61,3.90,19.53
1568426666,2,61,3.90,19.49
1568426777,2,61,3.90,19.48
1568426898,2,61,3.90,19.41
1568427013,2,62,3.90,19.41
1568427139,2,61,3.90,19.47
1568427249,2,61,3.90,19.42
1568427360,2,61,3.90,19.40
1568427476,2,61,3.90,19.48
1568427586,2,61,3.90,19.49
1568427701,2,61,3.90,19.46
1568427815,2,61,3.90,19.43
1568427927,2,61,3.90,19.42
1568428038,2,62,3.90,19.37
1568428148,2,61,3.90,19.32
1568428260,2,61,3.90,19.29
1568428372,2,61,3.90,19.25
1568428483,2,61,3.90,19.20
1568428598,2,61,3.90,19.16
1568428722,2,61,3.90,19.14
1568428834,2,60,3.90,19.17
1568428950,2,61,3.90,19.17
1568429060,2,61,3.90,19.13
1568429180,2,60,3.89,19.22
1568429295,2,61,3.90,19.25
1568429407,2,61,3.90,19.25
1568429517,2,60,3.90,19.28
1568429628,2,61,3.90,19.26
1568429741,2,60,3.89,19.27
1568429853,2,60,3.89,19.26
1568429964,2,60,3.89,19.24
1568430075,2,60,3.89,19.26
1568430185,2,60,3.89,19.39
1568430297,2,60,3.89,19.43
1568430529,2,60,3.89,19.55
1568430651,2,60,3.89,19.61
1568431625,2,60,3.89,19.29
1568431763,2,60,3.89,19.34
1568431873,2,60,3.89,19.22
1568431985,2,60,3.89,19.15
1568432095,2,60,3.89,19.17
1568432207,2,60,3.89,19.11
1568432318,2,60,3.89,19.06
1568432429,2,60,3.89,18.99
1568432543,2,60,3.89,19.04
1568432654,2,60,3.89,19.12
1568432765,2,60,3.89,19.14
1568432886,2,60,3.89,19.14
1568432997,2,60,3.89,19.03
1568433110,2,60,3.89,18.93
1568433222,2,60,3.89,18.79
1568433333,2,60,3.89,18.89
1568433444,2,60,3.89,18.92
1568433555,2,60,3.89,18.90
1568433666,2,60,3.89,18.94
1568433778,2,60,3.89,19.04
1568433889,2,60,3.89,19.03
1568434008,2,60,3.89,19.10
1568434120,2,60,3.89,19.17
1568434230,2,60,3.89,19.27
1568434342,2,60,3.89,19.30
1568434453,2,60,3.89,19.26
1568434568,2,60,3.89,19.20
1568434683,2,60,3.89,19.21
1568434798,2,60,3.89,19.14
1568435885,2,59,3.88,18.18
1568435997,2,59,3.88,18.08
1568436110,2,59,3.88,17.86
1568436221,2,59,3.88,17.71
1568436333,2,60,3.88,17.68
1568436445,2,59,3.88,17.51
1568436559,2,59,3.88,17.44
1568436670,2,59,3.88,17.43
1568436781,2,59,3.88,17.33
1568436893,2,59,3.88,17.34
1568437013,2,59,3.88,17.46
1568437124,2,59,3.88,17.51
1568437240,2,59,3.88,17.74
1568437351,2,59,3.88,17.92
1568437466,2,59,3.88,17.95
1568437577,2,59,3.88,17.85
1568437692,2,59,3.88,17.78
1568437812,2,59,3.88,17.74
1568437924,2,59,3.88,17.76
1568438036,2,59,3.88,17.77
1568438151,2,59,3.88,17.71
1568438262,2,59,3.88,17.53
1568438373,2,59,3.88,17.31
1568438484,2,59,3.88,17.12
1568438595,2,59,3.88,16.91
1568438706,2,59,3.88,16.73
1568438817,2,59,3.88,16.83
1568438928,2,59,3.88,16.79
1568439039,2,59,3.87,16.67
1568439150,2,58,3.88,16.60
1568439261,2,58,3.88,16.50
1568439372,2,58,3.88,16.48
1568439483,2,58,3.87,16.54
1568439601,2,58,3.88,16.44
1568439713,2,58,3.88,16.29
1568439824,2,58,3.87,16.36
1568439957,2,58,3.88,16.50
1568440068,2,58,3.88,16.44
1568440179,2,58,3.88,16.31
1568440290,2,58,3.88,16.32
1568440406,2,58,3.88,16.56
1568440518,2,58,3.88,16.70
1568440629,2,58,3.88,16.81
1568440740,2,58,3.88,16.96
1568440852,2,58,3.88,17.02
1568440964,2,58,3.88,17.07
1568441076,2,58,3.88,17.11
1568441188,2,55,3.88,17.20
1568441309,2,58,3.87,17.27
1568441424,2,58,3.88,17.36
1568441535,2,58,3.88,17.40
1568441651,2,58,3.88,17.24
1568441762,2,57,3.88,17.15
1568441873,2,58,3.88,17.01
1568441988,2,58,3.88,16.88
1568442103,2,58,3.88,16.82
1568442215,2,58,3.87,16.72
1568442326,2,58,3.87,16.63
1568442437,2,58,3.87,16.61
1568442548,2,58,3.87,16.55
1568442667,2,58,3.87,16.46
1568442908,2,58,3.87,16.29
1568443020,2,58,3.87,16.38
1568443135,2,58,3.87,16.39
1568443247,2,58,3.87,16.40
1568443360,2,58,3.87,16.37
1568443471,2,58,3.87,16.31
1568443583,2,58,3.87,16.22
1568443696,2,58,3.87,16.23
1568443812,2,58,3.87,16.25
1568443923,2,58,3.87,16.26
1568444034,2,58,3.87,16.09
1568444150,2,58,3.87,15.78
1568444262,2,58,3.87,15.41
1568444374,2,58,3.87,15.04
1568444486,2,58,3.87,14.77
1568444601,2,58,3.87,14.59
1568444712,2,58,3.87,14.38
1568444830,2,57,3.87,14.35
1568444942,2,58,3.87,14.39
1568445053,2,58,3.87,14.48
1568445164,2,57,3.87,14.55
1568445276,2,58,3.87,14.55
1568445396,2,58,3.87,14.55
1568445508,2,58,3.87,14.28
1568445631,2,58,3.87,14.12
1568445743,2,58,3.87,14.14
1568445855,2,57,3.87,14.20
1568445967,2,57,3.87,14.30
1568446088,2,57,3.87,14.31
1568446200,2,57,3.87,14.38
1568446435,2,57,3.86,14.54
1568446547,2,57,3.86,14.58
1568446659,2,57,3.86,14.60
1568446771,2,56,3.86,14.59
1568446892,2,57,3.86,14.69
1568447004,2,57,3.86,14.81
1568447120,2,57,3.87,14.92
1568447236,2,57,3.87,14.99
1568447352,2,57,3.87,15.05
1568447464,2,57,3.87,15.10
1568447697,2,57,3.87,15.16
1568447812,2,57,3.87,15.14
